parent_id,child_id,relation_type
12997,13999,father
12998,13999,mother
12999,14000,father
13000,14000,mother
13001,14001,father
13002,14001,mother
13003,14002,father
13004,14002,mother
13005,14003,father
13006,14003,mother
13007,14004,father
13008,14004,mother
13009,14005,father
13010,14005,mother
13011,14006,father
13012,14006,mother
13013,14007,father
13014,14007,mother
13015,14008,father
13016,14008,mother
13017,14009,father
13018,14009,mother
13019,14010,father
13020,14010,mother
13021,14011,father
13022,14011,mother
13023,14012,father
13024,14012,mother
13025,14013,father
13026,14013,mother
13027,14014,father
13028,14014,mother
13029,14015,father
13030,14015,mother
13031,14016,father
13032,14016,mother
13033,14017,father
13034,14017,mother
13035,14018,father
13036,14018,mother
13037,14019,father
13038,14019,mother
13039,14020,father
13040,14020,mother
13041,14021,father
13042,14021,mother
13043,14022,father
13044,14022,mother
13045,14023,father
13046,14023,mother
13047,14024,father
13048,14024,mother
13049,14025,father
13050,14025,mother
13051,14026,father
13052,14026,mother
13053,14027,father
13054,14027,mother
13055,14028,father
13056,14028,mother
13057,14029,father
13058,14029,mother
13059,14030,father
13060,14030,mother
13061,14031,father
13062,14031,mother
13063,14032,father
13064,14032,mother
13065,14033,father
13066,14033,mother
13067,14034,father
13068,14034,mother
13069,14035,father
13070,14035,mother
13071,14036,father
13072,14036,mother
13073,14037,father
13074,14037,mother
13075,14038,father
13076,14038,mother
13077,14039,father
13078,14039,mother
13079,14040,father
13080,14040,mother
13081,14041,father
13082,14041,mother
13083,14042,father
13084,14042,mother
13085,14043,father
13086,14043,mother
13087,14044,father
13088,14044,mother
13089,14045,father
13090,14045,mother
13091,14046,father
13092,14046,mother
13093,14047,father
13094,14047,mother
13095,14048,father
13096,14048,mother
13097,14049,father
13098,14049,mother
13099,14050,father
13100,14050,mother
13101,14051,father
13102,14051,mother
13103,14052,father
13104,14052,mother
13105,14053,father
13106,14053,mother
13107,14054,father
13108,14054,mother
13109,14055,father
13110,14055,mother
13111,14056,father
13112,14056,mother
13113,14057,father
13114,14057,mother
13115,14058,father
13116,14058,mother
13117,14059,father
13118,14059,mother
13119,14060,father
13120,14060,mother
13121,14061,father
13122,14061,mother
13123,14062,father
13124,14062,mother
13125,14063,father
11252,14063,mother
11251,14064,father
11252,14064,mother
11253,14065,father
11254,14065,mother
11255,14066,father
11256,14066,mother
11257,14067,father
11258,14067,mother
11259,14068,father
11260,14068,mother
11261,14069,father
11262,14069,mother
11263,14070,father
11264,14070,mother
11265,14071,father
11266,14071,mother
11267,14072,father
11268,14072,mother
11269,14073,father
11270,14073,mother
11271,14074,father
11272,14074,mother
11273,14075,father
11274,14075,mother
11275,14076,father
11276,14076,mother
11277,14077,father
11278,14077,mother
11279,14078,father
11280,14078,mother
11281,14079,father
11282,14079,mother
11283,14080,father
11284,14080,mother
11285,14081,father
11286,14081,mother
11287,14082,father
11288,14082,mother
11289,14083,father
11290,14083,mother
11291,14084,father
11292,14084,mother
11293,14085,father
11294,14085,mother
11295,14086,father
11296,14086,mother
11297,14087,father
11298,14087,mother
11299,14088,father
11300,14088,mother
11301,14089,father
11302,14089,mother
11303,14090,father
11304,14090,mother
11305,14091,father
11306,14091,mother
11307,14092,father
11308,14092,mother
11309,14093,father
11310,14093,mother
11311,14094,father
11312,14094,mother
11313,14095,father
11314,14095,mother
11315,14096,father
11316,14096,mother
11317,14097,father
11318,14097,mother
11319,14098,father
11320,14098,mother
11321,14099,father
11322,14099,mother
11323,14100,father
11324,14100,mother
11325,14101,father
11326,14101,mother
11327,14102,father
11328,14102,mother
11329,14103,father
11330,14103,mother
11331,14104,father
11332,14104,mother
11333,14105,father
11334,14105,mother
11335,14106,father
11336,14106,mother
11337,14107,father
11338,14107,mother
11339,14108,father
11340,14108,mother
11341,14109,father
11342,14109,mother
11343,14110,father
11344,14110,mother
11345,14111,father
11346,14111,mother
11347,14112,father
11348,14112,mother
11349,14113,father
11350,14113,mother
11351,14114,father
11352,14114,mother
11353,14115,father
11354,14115,mother
11355,14116,father
11356,14116,mother
11357,14117,father
11358,14117,mother
11359,14118,father
11360,14118,mother
11361,14119,father
11362,14119,mother
11363,14120,father
11364,14120,mother
11365,14121,father
11366,14121,mother
11367,14122,father
11368,14122,mother
11369,14123,father
11370,14123,mother
11371,14124,father
11372,14124,mother
11373,14125,father
11374,14125,mother
11375,14126,father
11376,14126,mother
11377,14127,father
11378,14127,mother
11379,14128,father
11380,14128,mother
11381,14129,father
11382,14129,mother
11383,14130,father
11384,14130,mother
11385,14131,father
11386,14131,mother
11387,14132,father
11388,14132,mother
11389,14133,father
11390,14133,mother
11391,14134,father
11392,14134,mother
11393,14135,father
11394,14135,mother
11395,14136,father
11396,14136,mother
11397,14137,father
11398,14137,mother
11399,14138,father
11400,14138,mother
11401,14139,father
11402,14139,mother
11403,14140,father
11404,14140,mother
11405,14141,father
11406,14141,mother
11407,14142,father
11408,14142,mother
11409,14143,father
11410,14143,mother
11411,14144,father
11412,14144,mother
11413,14145,father
11414,14145,mother
11415,14146,father
11416,14146,mother
11417,14147,father
11418,14147,mother
11419,14148,father
11420,14148,mother
11421,14149,father
11422,14149,mother
11423,14150,father
11424,14150,mother
11425,14151,father
11426,14151,mother
11427,14152,father
11428,14152,mother
11429,14153,father
11430,14153,mother
11431,14154,father
11432,14154,mother
11433,14155,father
11434,14155,mother
11435,14156,father
11436,14156,mother
11437,14157,father
11438,14157,mother
11439,14158,father
11440,14158,mother
11441,14159,father
11442,14159,mother
11443,14160,father
11444,14160,mother
11445,14161,father
11446,14161,mother
11447,14162,father
11448,14162,mother
11449,14163,father
11450,14163,mother
11451,14164,father
11452,14164,mother
11453,14165,father
11454,14165,mother
11455,14166,father
11456,14166,mother
11457,14167,father
11458,14167,mother
11459,14168,father
11460,14168,mother
11461,14169,father
11462,14169,mother
11463,14170,father
11464,14170,mother
11465,14171,father
11466,14171,mother
11467,14172,father
11468,14172,mother
11469,14173,father
11470,14173,mother
11471,14174,father
11472,14174,mother
11473,14175,father
11474,14175,mother
11475,14176,father
11476,14176,mother
11477,14177,father
11478,14177,mother
11479,14178,father
11480,14178,mother
11481,14179,father
11482,14179,mother
11483,14180,father
11484,14180,mother
11485,14181,father
11486,14181,mother
11487,14182,father
11488,14182,mother
11489,14183,father
11490,14183,mother
11491,14184,father
11492,14184,mother
11493,14185,father
11494,14185,mother
11495,14186,father
11496,14186,mother
11497,14187,father
11498,14187,mother
11499,14188,father
11500,14188,mother
11501,14189,father
11502,14189,mother
11503,14190,father
11504,14190,mother
11505,14191,father
11506,14191,mother
11507,14192,father
11508,14192,mother
11509,14193,father
11510,14193,mother
11511,14194,father
11512,14194,mother
11513,14195,father
11514,14195,mother
11515,14196,father
11516,14196,mother
11517,14197,father
11518,14197,mother
11519,14198,father
11520,14198,mother
11521,14199,father
11522,14199,mother
11523,14200,father
11524,14200,mother
11525,14201,father
11526,14201,mother
11527,14202,father
11528,14202,mother
11529,14203,father
11530,14203,mother
11531,14204,father
11532,14204,mother
11533,14205,father
11534,14205,mother
11535,14206,father
11536,14206,mother
11537,14207,father
11538,14207,mother
11539,14208,father
11540,14208,mother
11541,14209,father
11542,14209,mother
11543,14210,father
11544,14210,mother
11545,14211,father
11546,14211,mother
11547,14212,father
11548,14212,mother
11549,14213,father
11550,14213,mother
11551,14214,father
11552,14214,mother
11553,14215,father
11554,14215,mother
11555,14216,father
11556,14216,mother
11557,14217,father
11558,14217,mother
11559,14218,father
11560,14218,mother
11561,14219,father
11562,14219,mother
11563,14220,father
11564,14220,mother
11565,14221,father
11566,14221,mother
11567,14222,father
11568,14222,mother
11569,14223,father
11570,14223,mother
11571,14224,father
11572,14224,mother
11573,14225,father
11574,14225,mother
11575,14226,father
11576,14226,mother
11577,14227,father
11578,14227,mother
11579,14228,father
11580,14228,mother
11581,14229,father
11582,14229,mother
11583,14230,father
11584,14230,mother
11585,14231,father
11586,14231,mother
11587,14232,father
11588,14232,mother
11589,14233,father
11590,14233,mother
11591,14234,father
11592,14234,mother
11593,14235,father
11594,14235,mother
11595,14236,father
11596,14236,mother
11597,14237,father
11598,14237,mother
11599,14238,father
11600,14238,mother
11601,14239,father
11602,14239,mother
11603,14240,father
11604,14240,mother
11605,14241,father
11606,14241,mother
11607,14242,father
11608,14242,mother
11609,14243,father
11610,14243,mother
11611,14244,father
11612,14244,mother
11613,14245,father
11614,14245,mother
11615,14246,father
11616,14246,mother
11617,14247,father
11618,14247,mother
11619,14248,father
11620,14248,mother
11621,14249,father
11622,14249,mother
11623,14250,father
11624,14250,mother
11625,14251,father
11626,14251,mother
11627,14252,father
11628,14252,mother
11629,14253,father
11630,14253,mother
11631,14254,father
11632,14254,mother
11633,14255,father
11634,14255,mother
11635,14256,father
11636,14256,mother
11637,14257,father
11638,14257,mother
11639,14258,father
11640,14258,mother
11641,14259,father
11642,14259,mother
11643,14260,father
11644,14260,mother
11645,14261,father
11646,14261,mother
11647,14262,father
11648,14262,mother
11649,14263,father
11650,14263,mother
11651,14264,father
11652,14264,mother
11653,14265,father
11654,14265,mother
11655,14266,father
11656,14266,mother
11657,14267,father
11658,14267,mother
11659,14268,father
11660,14268,mother
11661,14269,father
11662,14269,mother
11663,14270,father
11664,14270,mother
11665,14271,father
11666,14271,mother
11667,14272,father
11668,14272,mother
11669,14273,father
11670,14273,mother
11671,14274,father
11672,14274,mother
11673,14275,father
11674,14275,mother
11675,14276,father
11676,14276,mother
11677,14277,father
11678,14277,mother
11679,14278,father
11680,14278,mother
11681,14279,father
11682,14279,mother
11683,14280,father
11684,14280,mother
11685,14281,father
11686,14281,mother
11687,14282,father
11688,14282,mother
11689,14283,father
11690,14283,mother
11691,14284,father
11692,14284,mother
11693,14285,father
11694,14285,mother
11695,14286,father
11696,14286,mother
11697,14287,father
11698,14287,mother
11699,14288,father
11700,14288,mother
11701,14289,father
11702,14289,mother
11703,14290,father
11704,14290,mother
11705,14291,father
11706,14291,mother
11707,14292,father
11708,14292,mother
11709,14293,father
11710,14293,mother
11711,14294,father
11712,14294,mother
11713,14295,father
11714,14295,mother
11715,14296,father
11716,14296,mother
11717,14297,father
11718,14297,mother
11719,14298,father
11720,14298,mother
11721,14299,father
11722,14299,mother
11723,14300,father
11724,14300,mother
11725,14301,father
11726,14301,mother
11727,14302,father
11728,14302,mother
11729,14303,father
11730,14303,mother
11731,14304,father
11732,14304,mother
11733,14305,father
11734,14305,mother
11735,14306,father
11736,14306,mother
11737,14307,father
11738,14307,mother
11739,14308,father
11740,14308,mother
11741,14309,father
11742,14309,mother
11743,14310,father
11744,14310,mother
11745,14311,father
11746,14311,mother
11747,14312,father
11748,14312,mother
11749,14313,father
11750,14313,mother
11751,14314,father
11752,14314,mother
11753,14315,father
11754,14315,mother
11755,14316,father
11756,14316,mother
11757,14317,father
11758,14317,mother
11759,14318,father
11760,14318,mother
11761,14319,father
11762,14319,mother
11763,14320,father
11764,14320,mother
11765,14321,father
11766,14321,mother
11767,14322,father
11768,14322,mother
11769,14323,father
11770,14323,mother
11771,14324,father
11772,14324,mother
11773,14325,father
11774,14325,mother
11775,14326,father
11776,14326,mother
11777,14327,father
11778,14327,mother
11779,14328,father
11780,14328,mother
11781,14329,father
11782,14329,mother
11783,14330,father
11784,14330,mother
11785,14331,father
11786,14331,mother
11787,14332,father
11788,14332,mother
11789,14333,father
11790,14333,mother
11791,14334,father
11792,14334,mother
11793,14335,father
11794,14335,mother
11795,14336,father
11796,14336,mother
11797,14337,father
11798,14337,mother
11799,14338,father
11800,14338,mother
11801,14339,father
11802,14339,mother
11803,14340,father
11804,14340,mother
11805,14341,father
11806,14341,mother
11807,14342,father
11808,14342,mother
11809,14343,father
11810,14343,mother
11811,14344,father
11812,14344,mother
11813,14345,father
11814,14345,mother
11815,14346,father
11816,14346,mother
11817,14347,father
11818,14347,mother
11819,14348,father
11820,14348,mother
11821,14349,father
11822,14349,mother
11823,14350,father
11824,14350,mother
11825,14351,father
11826,14351,mother
11827,14352,father
11828,14352,mother
11829,14353,father
11830,14353,mother
11831,14354,father
11832,14354,mother
11833,14355,father
11834,14355,mother
11835,14356,father
11836,14356,mother
11837,14357,father
11838,14357,mother
11839,14358,father
11840,14358,mother
11841,14359,father
11842,14359,mother
11843,14360,father
11844,14360,mother
11845,14361,father
11846,14361,mother
11847,14362,father
11848,14362,mother
11849,14363,father
11850,14363,mother
11851,14364,father
11852,14364,mother
11853,14365,father
11854,14365,mother
11855,14366,father
11856,14366,mother
11857,14367,father
11858,14367,mother
11859,14368,father
11860,14368,mother
11861,14369,father
11862,14369,mother
11863,14370,father
11864,14370,mother
11865,14371,father
11866,14371,mother
11867,14372,father
11868,14372,mother
11869,14373,father
11870,14373,mother
11871,14374,father
11872,14374,mother
11873,14375,father
11874,14375,mother
11875,14376,father
11876,14376,mother
11877,14377,father
11878,14377,mother
11879,14378,father
11880,14378,mother
11881,14379,father
11882,14379,mother
11883,14380,father
11884,14380,mother
11885,14381,father
11886,14381,mother
11887,14382,father
11888,14382,mother
11889,14383,father
11890,14383,mother
11891,14384,father
11892,14384,mother
11893,14385,father
11894,14385,mother
11895,14386,father
11896,14386,mother
11897,14387,father
11898,14387,mother
11899,14388,father
11900,14388,mother
11901,14389,father
11902,14389,mother
11903,14390,father
11904,14390,mother
11905,14391,father
11906,14391,mother
11907,14392,father
11908,14392,mother
11909,14393,father
11910,14393,mother
11911,14394,father
11912,14394,mother
11913,14395,father
11914,14395,mother
11915,14396,father
11916,14396,mother
11917,14397,father
11918,14397,mother
11919,14398,father
11920,14398,mother
11921,14399,father
11922,14399,mother
11923,14400,father
11924,14400,mother
11925,14401,father
11926,14401,mother
11927,14402,father
11928,14402,mother
11929,14403,father
11930,14403,mother
11931,14404,father
11932,14404,mother
11933,14405,father
11934,14405,mother
11935,14406,father
11936,14406,mother
11937,14407,father
11938,14407,mother
11939,14408,father
11940,14408,mother
11941,14409,father
11942,14409,mother
11943,14410,father
11944,14410,mother
11945,14411,father
11946,14411,mother
11947,14412,father
11948,14412,mother
11949,14413,father
11950,14413,mother
11951,14414,father
11952,14414,mother
11953,14415,father
11954,14415,mother
11955,14416,father
11956,14416,mother
11957,14417,father
11958,14417,mother
11959,14418,father
11960,14418,mother
11961,14419,father
11962,14419,mother
11963,14420,father
11964,14420,mother
11965,14421,father
11966,14421,mother
11967,14422,father
11968,14422,mother
11969,14423,father
11970,14423,mother
11971,14424,father
11972,14424,mother
11973,14425,father
11974,14425,mother
11975,14426,father
11976,14426,mother
11977,14427,father
11978,14427,mother
11979,14428,father
11980,14428,mother
11981,14429,father
11982,14429,mother
11983,14430,father
11984,14430,mother
11985,14431,father
11986,14431,mother
11987,14432,father
11988,14432,mother
11989,14433,father
11990,14433,mother
11991,14434,father
11992,14434,mother
11993,14435,father
11994,14435,mother
11995,14436,father
11996,14436,mother
11997,14437,father
11998,14437,mother
11999,14438,father
12000,14438,mother
12001,14439,father
12002,14439,mother
12003,14440,father
12004,14440,mother
12005,14441,father
12006,14441,mother
12007,14442,father
12008,14442,mother
12009,14443,father
12010,14443,mother
12011,14444,father
12012,14444,mother
12013,14445,father
12014,14445,mother
12015,14446,father
12016,14446,mother
12017,14447,father
12018,14447,mother
12019,14448,father
12020,14448,mother
12021,14449,father
12022,14449,mother
12023,14450,father
12024,14450,mother
12025,14451,father
12026,14451,mother
12027,14452,father
12028,14452,mother
12029,14453,father
12030,14453,mother
12031,14454,father
12032,14454,mother
12033,14455,father
12034,14455,mother
12035,14456,father
12036,14456,mother
12037,14457,father
12038,14457,mother
12039,14458,father
12040,14458,mother
12041,14459,father
12042,14459,mother
12043,14460,father
12044,14460,mother
12045,14461,father
12046,14461,mother
12047,14462,father
12048,14462,mother
12049,14463,father
12050,14463,mother
12051,14464,father
12052,14464,mother
12053,14465,father
12054,14465,mother
12055,14466,father
12056,14466,mother
12057,14467,father
12058,14467,mother
12059,14468,father
12060,14468,mother
12061,14469,father
12062,14469,mother
12063,14470,father
12064,14470,mother
12065,14471,father
12066,14471,mother
12067,14472,father
12068,14472,mother
12069,14473,father
12070,14473,mother
12071,14474,father
12072,14474,mother
12073,14475,father
12074,14475,mother
12075,14476,father
12076,14476,mother
12077,14477,father
12078,14477,mother
12079,14478,father
12080,14478,mother
12081,14479,father
12082,14479,mother
12083,14480,father
12084,14480,mother
12085,14481,father
12086,14481,mother
12087,14482,father
12088,14482,mother
12089,14483,father
12090,14483,mother
12091,14484,father
12092,14484,mother
12093,14485,father
12094,14485,mother
12095,14486,father
12096,14486,mother
12097,14487,father
12098,14487,mother
12099,14488,father
12100,14488,mother
12101,14489,father
12102,14489,mother
12103,14490,father
12104,14490,mother
12105,14491,father
12106,14491,mother
12107,14492,father
12108,14492,mother
12109,14493,father
12110,14493,mother
12111,14494,father
12112,14494,mother
12113,14495,father
12114,14495,mother
12115,14496,father
12116,14496,mother
12117,14497,father
12118,14497,mother
12119,14498,father
12120,14498,mother
12121,14499,father
12122,14499,mother
12123,14500,father
12124,14500,mother
12125,14501,father
12126,14501,mother
12127,14502,father
12128,14502,mother
12129,14503,father
12130,14503,mother
12131,14504,father
12132,14504,mother
12133,14505,father
12134,14505,mother
12135,14506,father
12136,14506,mother
12137,14507,father
12138,14507,mother
12139,14508,father
12140,14508,mother
12141,14509,father
12142,14509,mother
12143,14510,father
12144,14510,mother
12145,14511,father
12146,14511,mother
12147,14512,father
12148,14512,mother
12149,14513,father
12150,14513,mother
12151,14514,father
12152,14514,mother
12153,14515,father
12154,14515,mother
12155,14516,father
12156,14516,mother
12157,14517,father
12158,14517,mother
12159,14518,father
12160,14518,mother
12161,14519,father
12162,14519,mother
12163,14520,father
12164,14520,mother
12165,14521,father
12166,14521,mother
12167,14522,father
12168,14522,mother
12169,14523,father
12170,14523,mother
12171,14524,father
12172,14524,mother
12173,14525,father
12174,14525,mother
12175,14526,father
12176,14526,mother
12177,14527,father
12178,14527,mother
12179,14528,father
12180,14528,mother
12181,14529,father
12182,14529,mother
12183,14530,father
12184,14530,mother
12185,14531,father
12186,14531,mother
12187,14532,father
12188,14532,mother
12189,14533,father
12190,14533,mother
12191,14534,father
12192,14534,mother
12193,14535,father
12194,14535,mother
12195,14536,father
12196,14536,mother
12197,14537,father
12198,14537,mother
12199,14538,father
12200,14538,mother
12201,14539,father
12202,14539,mother
12203,14540,father
12204,14540,mother
12205,14541,father
12206,14541,mother
12207,14542,father
12208,14542,mother
12209,14543,father
12210,14543,mother
12211,14544,father
12212,14544,mother
12213,14545,father
12214,14545,mother
12215,14546,father
12216,14546,mother
12217,14547,father
12218,14547,mother
12219,14548,father
12220,14548,mother
12221,14549,father
12222,14549,mother
12223,14550,father
12224,14550,mother
12225,14551,father
12226,14551,mother
12227,14552,father
12228,14552,mother
12229,14553,father
12230,14553,mother
12231,14554,father
12232,14554,mother
12233,14555,father
12234,14555,mother
12235,14556,father
12236,14556,mother
12237,14557,father
12238,14557,mother
12239,14558,father
12240,14558,mother
12241,14559,father
12242,14559,mother
12243,14560,father
12244,14560,mother
12245,14561,father
12246,14561,mother
12247,14562,father
12248,14562,mother
12249,14563,father
12250,14563,mother
12251,14564,father
12252,14564,mother
12253,14565,father
12254,14565,mother
12255,14566,father
12256,14566,mother
12257,14567,father
12258,14567,mother
12259,14568,father
12260,14568,mother
12261,14569,father
12262,14569,mother
12263,14570,father
12264,14570,mother
12265,14571,father
12266,14571,mother
12267,14572,father
12268,14572,mother
12269,14573,father
12270,14573,mother
12271,14574,father
12272,14574,mother
12273,14575,father
12274,14575,mother
12275,14576,father
12276,14576,mother
12277,14577,father
12278,14577,mother
12279,14578,father
12280,14578,mother
12281,14579,father
12282,14579,mother
12283,14580,father
12284,14580,mother
12285,14581,father
12286,14581,mother
12287,14582,father
12288,14582,mother
12289,14583,father
12290,14583,mother
12291,14584,father
12292,14584,mother
12293,14585,father
12294,14585,mother
12295,14586,father
12296,14586,mother
12297,14587,father
12298,14587,mother
12299,14588,father
12300,14588,mother
12301,14589,father
12302,14589,mother
12303,14590,father
12304,14590,mother
12305,14591,father
12306,14591,mother
12307,14592,father
12308,14592,mother
12309,14593,father
12310,14593,mother
12311,14594,father
12312,14594,mother
12313,14595,father
12314,14595,mother
12315,14596,father
12316,14596,mother
12317,14597,father
12318,14597,mother
12319,14598,father
12320,14598,mother
12321,14599,father
12322,14599,mother
12323,14600,father
12324,14600,mother
12325,14601,father
12326,14601,mother
12327,14602,father
12328,14602,mother
12329,14603,father
12330,14603,mother
12331,14604,father
12332,14604,mother
12333,14605,father
12334,14605,mother
12335,14606,father
12336,14606,mother
12337,14607,father
12338,14607,mother
12339,14608,father
12340,14608,mother
12341,14609,father
12342,14609,mother
12343,14610,father
12344,14610,mother
12345,14611,father
12346,14611,mother
12347,14612,father
12348,14612,mother
12349,14613,father
12350,14613,mother
12351,14614,father
12352,14614,mother
12353,14615,father
12354,14615,mother
12355,14616,father
12356,14616,mother
12357,14617,father
12358,14617,mother
12359,14618,father
12360,14618,mother
12361,14619,father
12362,14619,mother
12363,14620,father
12364,14620,mother
12365,14621,father
12366,14621,mother
12367,14622,father
12368,14622,mother
12369,14623,father
12370,14623,mother
12371,14624,father
12372,14624,mother
12373,14625,father
12374,14625,mother
12375,14626,father
12376,14626,mother
12377,14627,father
12378,14627,mother
12379,14628,father
12380,14628,mother
12381,14629,father
12382,14629,mother
12383,14630,father
12384,14630,mother
12385,14631,father
12386,14631,mother
12387,14632,father
12388,14632,mother
12389,14633,father
12390,14633,mother
12391,14634,father
12392,14634,mother
12393,14635,father
12394,14635,mother
12395,14636,father
12396,14636,mother
12397,14637,father
12398,14637,mother
12399,14638,father
12400,14638,mother
12401,14639,father
12402,14639,mother
12403,14640,father
12404,14640,mother
12405,14641,father
12406,14641,mother
12407,14642,father
12408,14642,mother
12409,14643,father
12410,14643,mother
12411,14644,father
12412,14644,mother
12413,14645,father
12414,14645,mother
12415,14646,father
12416,14646,mother
12417,14647,father
12418,14647,mother
12419,14648,father
12420,14648,mother
12421,14649,father
12422,14649,mother
12423,14650,father
12424,14650,mother
12425,14651,father
12426,14651,mother
12427,14652,father
12428,14652,mother
12429,14653,father
12430,14653,mother
12431,14654,father
12432,14654,mother
12433,14655,father
12434,14655,mother
12435,14656,father
12436,14656,mother
12437,14657,father
12438,14657,mother
12439,14658,father
12440,14658,mother
12441,14659,father
12442,14659,mother
12443,14660,father
12444,14660,mother
12445,14661,father
12446,14661,mother
12447,14662,father
12448,14662,mother
12449,14663,father
12450,14663,mother
12451,14664,father
12452,14664,mother
12453,14665,father
12454,14665,mother
12455,14666,father
12456,14666,mother
12457,14667,father
12458,14667,mother
12459,14668,father
12460,14668,mother
12461,14669,father
12462,14669,mother
12463,14670,father
12464,14670,mother
12465,14671,father
12466,14671,mother
12467,14672,father
12468,14672,mother
12469,14673,father
12470,14673,mother
12471,14674,father
12472,14674,mother
12473,14675,father
12474,14675,mother
12475,14676,father
12476,14676,mother
12477,14677,father
12478,14677,mother
12479,14678,father
12480,14678,mother
12481,14679,father
12482,14679,mother
12483,14680,father
12484,14680,mother
12485,14681,father
12486,14681,mother
12487,14682,father
12488,14682,mother
12489,14683,father
12490,14683,mother
12491,14684,father
12492,14684,mother
12493,14685,father
12494,14685,mother
12495,14686,father
12496,14686,mother
12497,14687,father
12498,14687,mother
12499,14688,father
12500,14688,mother
12501,14689,father
12502,14689,mother
12503,14690,father
12504,14690,mother
12505,14691,father
12506,14691,mother
12507,14692,father
12508,14692,mother
12509,14693,father
12510,14693,mother
12511,14694,father
12512,14694,mother
12513,14695,father
12514,14695,mother
12515,14696,father
12516,14696,mother
12517,14697,father
12518,14697,mother
12519,14698,father
12520,14698,mother
12521,14699,father
12522,14699,mother
12523,14700,father
12524,14700,mother
12525,14701,father
12526,14701,mother
12527,14702,father
12528,14702,mother
12529,14703,father
12530,14703,mother
12531,14704,father
12532,14704,mother
12533,14705,father
12534,14705,mother
12535,14706,father
12536,14706,mother
12537,14707,father
12538,14707,mother
12539,14708,father
12540,14708,mother
12541,14709,father
12542,14709,mother
12543,14710,father
12544,14710,mother
12545,14711,father
12546,14711,mother
12547,14712,father
12548,14712,mother
12549,14713,father
12550,14713,mother
12551,14714,father
12552,14714,mother
12553,14715,father
12554,14715,mother
12555,14716,father
12556,14716,mother
12557,14717,father
12558,14717,mother
12559,14718,father
12560,14718,mother
12561,14719,father
12562,14719,mother
12563,14720,father
12564,14720,mother
12565,14721,father
12566,14721,mother
12567,14722,father
12568,14722,mother
12569,14723,father
12570,14723,mother
12571,14724,father
12572,14724,mother
12573,14725,father
12574,14725,mother
12575,14726,father
12576,14726,mother
12577,14727,father
12578,14727,mother
12579,14728,father
12580,14728,mother
12581,14729,father
12582,14729,mother
12583,14730,father
12584,14730,mother
12585,14731,father
12586,14731,mother
12587,14732,father
12588,14732,mother
12589,14733,father
12590,14733,mother
12591,14734,father
12592,14734,mother
12593,14735,father
12594,14735,mother
12595,14736,father
12596,14736,mother
12597,14737,father
12598,14737,mother
12599,14738,father
12600,14738,mother
12601,14739,father
12602,14739,mother
12603,14740,father
12604,14740,mother
12605,14741,father
12606,14741,mother
12607,14742,father
12608,14742,mother
12609,14743,father
12610,14743,mother
12611,14744,father
12612,14744,mother
12613,14745,father
12614,14745,mother
12615,14746,father
12616,14746,mother
12617,14747,father
12618,14747,mother
12619,14748,father
12620,14748,mother
12621,14749,father
12622,14749,mother
12623,14750,father
12624,14750,mother
12625,14751,father
12626,14751,mother
12627,14752,father
12628,14752,mother
12629,14753,father
12630,14753,mother
12631,14754,father
12632,14754,mother
12633,14755,father
12634,14755,mother
12635,14756,father
12636,14756,mother
12637,14757,father
12638,14757,mother
12639,14758,father
12640,14758,mother
12641,14759,father
12642,14759,mother
12643,14760,father
12644,14760,mother
12645,14761,father
12646,14761,mother
12647,14762,father
12648,14762,mother
12649,14763,father
12650,14763,mother
12651,14764,father
12652,14764,mother
12653,14765,father
12654,14765,mother
12655,14766,father
12656,14766,mother
12657,14767,father
12658,14767,mother
12659,14768,father
12660,14768,mother
12661,14769,father
12662,14769,mother
12663,14770,father
12664,14770,mother
12665,14771,father
12666,14771,mother
12667,14772,father
12668,14772,mother
12669,14773,father
12670,14773,mother
12671,14774,father
12672,14774,mother
12673,14775,father
12674,14775,mother
12675,14776,father
12676,14776,mother
12677,14777,father
12678,14777,mother
12679,14778,father
12680,14778,mother
12681,14779,father
12682,14779,mother
12683,14780,father
12684,14780,mother
12685,14781,father
12686,14781,mother
12687,14782,father
12688,14782,mother
12689,14783,father
12690,14783,mother
12691,14784,father
12692,14784,mother
12693,14785,father
12694,14785,mother
12695,14786,father
12696,14786,mother
12697,14787,father
12698,14787,mother
12699,14788,father
12700,14788,mother
12701,14789,father
12702,14789,mother
12703,14790,father
12704,14790,mother
12705,14791,father
12706,14791,mother
12707,14792,father
12708,14792,mother
12709,14793,father
12710,14793,mother
12711,14794,father
12712,14794,mother
12713,14795,father
12714,14795,mother
12715,14796,father
12716,14796,mother
12717,14797,father
12718,14797,mother
12719,14798,father
12720,14798,mother
12721,14799,father
12722,14799,mother
12723,14800,father
12724,14800,mother
12725,14801,father
12726,14801,mother
12727,14802,father
12728,14802,mother
12729,14803,father
12730,14803,mother
12731,14804,father
12732,14804,mother
12733,14805,father
12734,14805,mother
12735,14806,father
12736,14806,mother
12737,14807,father
12738,14807,mother
12739,14808,father
12740,14808,mother
12741,14809,father
12742,14809,mother
12743,14810,father
12744,14810,mother
12745,14811,father
12746,14811,mother
12747,14812,father
12748,14812,mother
12749,14813,father
12750,14813,mother
12751,14814,father
12752,14814,mother
12753,14815,father
12754,14815,mother
12755,14816,father
12756,14816,mother
12757,14817,father
12758,14817,mother
12759,14818,father
12760,14818,mother
12761,14819,father
12762,14819,mother
12763,14820,father
12764,14820,mother
12765,14821,father
